BUS_SERVICE_NAME_TXT,OPR_DESC_TXT,ORIG_DEST_TXT,BUS_DIRCTN_TXT,BUS_ROUTE_SEQ_NUM,BUS_STOP_CD,BUS_STOP_DESC_TXT,RD_NAM_TXT,LONGTD_TXT,LATTD_TXT,OP_HR_TXT,FARE_TXT,CONTACT_TXT
PBS 548 ,Aedge Holdings Pte Ltd,Ang Mo Kio Avenue 5 to Fullerton Road,1,7,54401,Blk 522,Ang Mo Kio Street 52,103.8516353,1.372946681,"Four trips at 7.40am, 7.50am, 8.00am and 8.05am",$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 548 ,Aedge Holdings Pte Ltd,Ang Mo Kio Avenue 5 to Fullerton Road,1,8,54411,Blk 527,Ang Mo Kio Street 52,103.8542292,1.372353056,"Four trips at 7.40am, 7.50am, 8.00am and 8.05am",$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 548 ,Aedge Holdings Pte Ltd,Ang Mo Kio Avenue 5 to Fullerton Road,1,9,54589,Blk 555,Ang Mo Kio Avenue 10,103.8567189,1.371734416,"Four trips at 7.40am, 7.50am, 8.00am and 8.05am",$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 548 ,Aedge Holdings Pte Ltd,Ang Mo Kio Avenue 5 to Fullerton Road,1,10,54389,Blk 465,Ang Mo Kio Avenue 10,103.8566054,1.366389736,"Four trips at 7.40am, 7.50am, 8.00am and 8.05am",$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 548 ,Aedge Holdings Pte Ltd,Ang Mo Kio Avenue 5 to Fullerton Road,1,11,54379,Blk 475,Ang Mo Kio Avenue 10,103.855948,1.362889989,"Four trips at 7.40am, 7.50am, 8.00am and 8.05am",$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 548 ,Aedge Holdings Pte Ltd,Ang Mo Kio Avenue 5 to Fullerton Road,1,12,54609,Opp Townsville Primary School,Ang Mo Kio Avenue 10,103.8552925,1.359357778,"Four trips at 7.40am, 7.50am, 8.00am and 8.05am",$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 548 ,Aedge Holdings Pte Ltd,Ang Mo Kio Avenue 5 to Fullerton Road,1,13,3223,International Plaza,Anson Road,103.8463247,1.275703395,"Four trips at 7.40am, 7.50am, 8.00am and 8.05am",$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 548 ,Aedge Holdings Pte Ltd,Ang Mo Kio Avenue 5 to Fullerton Road,1,14,3151,Opp GB Building,Cecil Street,103.8477623,1.278921246,"Four trips at 7.40am, 7.50am, 8.00am and 8.05am",$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 548 ,Aedge Holdings Pte Ltd,Ang Mo Kio Avenue 5 to Fullerton Road,1,15,3021,Prudential Tower,Cecil Street,103.849989,1.282555246,"Four trips at 7.40am, 7.50am, 8.00am and 8.05am",$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 548 ,Aedge Holdings Pte Ltd,Ang Mo Kio Avenue 5 to Fullerton Road,1,16,3011,Fullerton Square,Fullerton Road,103.853336,1.285597589,"Four trips at 7.40am, 7.50am, 8.00am and 8.05am",$4.20,"Email: info@aedge.com.sg
Tel: 6458 7645"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,1,55199,Blk 645,Ang Mo Kio Street 61,103.8426632,1.379524768,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,2,55169,Market/ Food Centre,Ang Mo Kio Street 61,103.8410023,1.381236392,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,3,55149,Blk 622,Ang Mo Kio Avenue 4,103.8392681,1.381476389,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,4,55139,Blk 641,Ang Mo Kio Avenue 4,103.8400749,1.378940116,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,5,54209,Bet Blks 152/ 155,Ang Mo Kio Avenue 4,103.8395232,1.376381197,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,6,54199,Blk 163,Ang Mo Kio Avenue 4,103.8376728,1.374300000,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,7,54189,Blk 110,Ang Mo Kio Avenue 4,103.8367907,1.370469663,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,8,54221,Opp Ang Mo Kio Primary School,Ang Mo Kio Avenue 3,103.8395934,1.369956080,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,9,54231,Blk 129,Ang Mo Kio Avenue 3,103.8419391,1.369660125,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,10,54271,Blk 586,Ang Mo Kio Avenue 3,103.8535666,1.369963268,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,11,54281,Blk 570,Ang Mo Kio Avenue 3,103.8560128,1.369490257,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,12,3223,International Plaza,Anson Road,103.8463247,1.275703395,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,13,3151,Opp GB Building,Cecil Street ,103.8477623,1.278921246,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,14,3021,Prudential Tower,Cecil Street ,103.849989,1.282555246,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,15,3381,The Sail,Marina Boulevard ,103.8530651,1.281626013,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,16,3391,Marina Bay Financial Centre,Marina Boulevard ,103.8549801,1.280376603,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,17,2169,Centennial Tower,Temasek Avenue ,103.8607085,1.293338368,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 549,Commute Solutions Group Pte Ltd,Ang Mo Kio Street 61 to Temasek Boulevard,1,18,2141,Suntec Tower Two,Temasek Boulevard ,103.8593381,1.295765716,One trip at 7.55am,$4.70 (card) / $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,1,67161,Opp Blk 101,Sengkang East Avenue,103.8992683,1.382125000,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,2,65021,Opp Blk 110,Punggol Road,103.8996135,1.384031362,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,3,65031,Blk 227D,Punggol Road,103.9016264,1.387118273,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,4,65041,Blk 231,Punggol Road,103.9016227,1.389844124,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,5,67109,Blk 235,Sengkang East Way,103.8999867,1.391028856,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,6,67399,Blk 325 CP,Sengkang East Way,103.8916701,1.393850060,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,7,67389,Blk 317B,Sengkang East Way,103.888691,1.394243778,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,8,67549,Opp Hockey Stadium,Sengkang East Way,103.8863816,1.394531733,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,9,67559,Opp Blk 471A,Sengkang West Way,103.880945,1.395493907,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,10,67569,Blk 432A,Sengkang West Way,103.877,1.395049992,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,11,-,Lamp Post 24,Fernvale Road,103.873307,1.389641600,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,12,67499,Bef Fernvale Lane,Sengkang West Avenue,103.8746787,1.390680287,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,13,67281,Blk 403A,Fernvale Lane,103.8729858,1.389250235,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,14,5519,Opp Maritime House,Cantonment Road,103.8411269,1.275534722,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,15,3223,International Plaza,Anson Road,103.8463247,1.275703395,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,16,3151,Opp GB Building,Cecil Street ,103.8477623,1.278921246,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,17,3021,Prudential Tower,Cecil Street ,103.849989,1.282555246,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 550,City Bus Services,Sengkang East Avenue to Fullerton Road,1,18,3011,Fullerton Square,Fullerton Road,103.853336,1.285597589,"Three trips at 7.20am, 7.30am, 7.40am / 10 min
",$3.80 (card)/ ($4.00 (cash)/ $2.00 (child),"Email: premium@citybus.com.sg
Tel: 9239 4748"
PBS 553,APT Travel Pte Ltd,Tampines Avenue 9 to Fullerton Road,1,1,75279,Opp Blk 721,Tampines Avenue 9,103.9362040,1.360474940,One trip at 7.43am,$4.50,"Email: sales@aptransport.com.sg
Tel: 6260 0195"
PBS 553,APT Travel Pte Ltd,Tampines Avenue 9 to Fullerton Road,1,2,76549,Opp Citylife@Tampines,Tampines Avenue 9,103.9406135,1.360427870,One trip at 7.43am,$4.50,"Email: sales@aptransport.com.sg
Tel: 6260 0195"
PBS 553,APT Travel Pte Ltd,Tampines Avenue 9 to Fullerton Road,1,3,76369,Blk 496F,Tampines Avenue 9,103.9502227,1.360256427,One trip at 7.43am,$4.50,"Email: sales@aptransport.com.sg
Tel: 6260 0195"
PBS 553,APT Travel Pte Ltd,Tampines Avenue 9 to Fullerton Road,1,4,76359,Blk 493B,Tampines Avenue 9,103.9521788,1.362091681,One trip at 7.43am,$4.50,"Email: sales@aptransport.com.sg
Tel: 6260 0195"
PBS 553,APT Travel Pte Ltd,Tampines Avenue 9 to Fullerton Road,1,5,76229,Blk 229,Tampines Avenue 7,103.9535385,1.356140011,One trip at 7.43am,$4.50,"Email: sales@aptransport.com.sg
Tel: 6260 0195"
PBS 553,APT Travel Pte Ltd,Tampines Avenue 9 to Fullerton Road,1,6,76219,Blk 230E,Tampines Avenue 7,103.9511442,1.356441687,One trip at 7.43am,$4.50,"Email: sales@aptransport.com.sg
Tel: 6260 0195"
PBS 553,APT Travel Pte Ltd,Tampines Avenue 9 to Fullerton Road,1,7,76209,Blk 233,Tampines Avenue 7,103.9476691,1.356603328,One trip at 7.43am,$4.50,"Email: sales@aptransport.com.sg
Tel: 6260 0195"
PBS 553,APT Travel Pte Ltd,Tampines Avenue 9 to Fullerton Road,1,8,76149,Opp Tampines Station/Interchange,Tampines Avenue 4,103.9463671,1.353707285,One trip at 7.43am,$4.50,"Email: sales@aptransport.com.sg
Tel: 6260 0195"
PBS 553,APT Travel Pte Ltd,Tampines Avenue 9 to Fullerton Road,1,9,76139,Opp Century Square,Tampines Avenue 4,103.9438501,1.351626918,One trip at 7.43am,$4.50,"Email: sales@aptransport.com.sg
Tel: 6260 0195"
PBS 553,APT Travel Pte Ltd,Tampines Avenue 9 to Fullerton Road,1,10,76069,Blk 147,Tampines Avenue 5,103.9420863,1.348753421,One trip at 7.43am,$4.50,"Email: sales@aptransport.com.sg
Tel: 6260 0195"
PBS 553,APT Travel Pte Ltd,Tampines Avenue 9 to Fullerton Road,1,11,3111,Aft Capital Tower,Robinson Road,103.8481012,1.277825954,One trip at 7.43am,$4.50,"Email: sales@aptransport.com.sg
Tel: 6260 0195"
PBS 553,APT Travel Pte Ltd,Tampines Avenue 9 to Fullerton Road,1,12,3071,Opp So Sofitel Singapore,Robinson Road,103.8493803,1.279921325,One trip at 7.43am,$4.50,"Email: sales@aptransport.com.sg
Tel: 6260 0195"
PBS 553,APT Travel Pte Ltd,Tampines Avenue 9 to Fullerton Road,1,13,3031,Raffles Place Station Exit F,Robinson Road,103.8508607,1.282074922,One trip at 7.43am,$4.50,"Email: sales@aptransport.com.sg
Tel: 6260 0195"
PBS 553,APT Travel Pte Ltd,Tampines Avenue 9 to Fullerton Road,1,14,3011,Fullerton Square,Fullerton Road,103.853336,1.285597589,One trip at 7.43am,$4.50,"Email: sales@aptransport.com.sg
Tel: 6260 0195"
PBS 554,Tan Bus Transport,Tampines Avenue 4 to Fullerton Road,1,1,76111,Blk 945,Tampines Avenue 4,103.9402339,1.351574554,"Two trips at 7.30am and 7.45am

",$4.50,"Email: kiat@propertysearch.com.sg
Tel: 92224455"
PBS 554,Tan Bus Transport,Tampines Avenue 4 to Fullerton Road,1,2,76121,Opp St. Hilda?s Secondary School,Tampines Avenue 4,103.9381752,1.350033337,"Two trips at 7.30am and 7.45am

",$4.50,"Email: kiat@propertysearch.com.sg
Tel: 92224455"
PBS 554,Tan Bus Transport,Tampines Avenue 4 to Fullerton Road,1,3,75079,Blk 819,Tampines Avenue 3,103.9370122,1.348582494,"Two trips at 7.30am and 7.45am

",$4.50,"Email: kiat@propertysearch.com.sg
Tel: 92224455"
PBS 554,Tan Bus Transport,Tampines Avenue 4 to Fullerton Road,1,4,75089,Blk 827,Tampines Avenue 3,103.9340473,1.349771459,"Two trips at 7.30am and 7.45am

",$4.50,"Email: kiat@propertysearch.com.sg
Tel: 92224455"
PBS 554,Tan Bus Transport,Tampines Avenue 4 to Fullerton Road,1,5,75109,Blk 888,Tampines Avenue 3,103.9310242,1.351151403,"Two trips at 7.30am and 7.45am

",$4.50,"Email: kiat@propertysearch.com.sg
Tel: 92224455"
PBS 554,Tan Bus Transport,Tampines Avenue 4 to Fullerton Road,1,6,75111,Blk 874A,Tampines Street 84,103.9320133,1.353045000,"Two trips at 7.30am and 7.45am

",$4.50,"Email: kiat@propertysearch.com.sg
Tel: 92224455"
PBS 554,Tan Bus Transport,Tampines Avenue 4 to Fullerton Road,1,7,75169,Opp Blk 853,Tampines Street 83,103.9344061,1.353276400,"Two trips at 7.30am and 7.45am

",$4.50,"Email: kiat@propertysearch.com.sg
Tel: 92224455"
PBS 554,Tan Bus Transport,Tampines Avenue 4 to Fullerton Road,1,8,75131,Bet Blk 701/702,Tampines Avenue 5,103.9370965,1.355948183,"Two trips at 7.30am and 7.45am

",$4.50,"Email: kiat@propertysearch.com.sg
Tel: 92224455"
PBS 554,Tan Bus Transport,Tampines Avenue 4 to Fullerton Road,1,9,75121,Opp Darul Ghufran Mosque,Tampines Avenue 5,103.9390326,1.355933921,"Two trips at 7.30am and 7.45am

",$4.50,"Email: kiat@propertysearch.com.sg
Tel: 92224455"
PBS 554,Tan Bus Transport,Tampines Avenue 4 to Fullerton Road,1,10,3111,Aft Capital Tower,Robinson Road,103.8481012,1.277825954,"Two trips at 7.30am and 7.45am

",$4.50,"Email: kiat@propertysearch.com.sg
Tel: 92224455"
PBS 554,Tan Bus Transport,Tampines Avenue 4 to Fullerton Road,1,11,3071,Opp So Sofitel Singapore,Robinson Road,103.8493803,1.279921325,"Two trips at 7.30am and 7.45am

",$4.50,"Email: kiat@propertysearch.com.sg
Tel: 92224455"
PBS 554,Tan Bus Transport,Tampines Avenue 4 to Fullerton Road,1,12,3031,Raffles Place Station Exit F,Robinson Road,103.8508607,1.282074922,"Two trips at 7.30am and 7.45am

",$4.50,"Email: kiat@propertysearch.com.sg
Tel: 92224455"
PBS 554,Tan Bus Transport,Tampines Avenue 4 to Fullerton Road,1,13,3011,Fullerton Square,Fullerton Road,103.853336,1.285597589,"Two trips at 7.30am and 7.45am

",$4.50,"Email: kiat@propertysearch.com.sg
Tel: 92224455"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,1,44391,Aft Blk 202,Choa Chu Kang Drive,103.7483103,1.382889709,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,2,44521,Blk 280,Choa Chu Kang Avenue 3,103.7426089,1.380851855,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,3,44511,Blk 289,Choa Chu Kang Avenue 3,103.7405688,1.379485071,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,4,44689,Sunshine Place,Choa Chu Kang Avenue 3,103.7384989,1.378110004,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,5,44551,Opp Blk 486,Choa Chu Kang Avenue 5,103.7384301,1.376024609,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,6,44581,Blk 489A,Choa Chu Kang Avenue 5,103.7403135,1.375322778,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,7,44591,Blk 490B,Choa Chu Kang Avenue 6,103.7419701,1.375431949,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,8,44091,Bef Choa Chu Kang Market,Choa Chu Kang Avenue 1,103.7442161,1.376472227,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,9,44879,Opp Blk 810 Carpark,Choa Chu Kang Avenue 7,103.7470113,1.374316562,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,10,43679,Blk 402,Bukit Batok Road,103.7442194,1.365066866,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,11,43789,Blk 436A,Bukit Batok Road,103.7395024,1.359157021,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,12,43759,Blk 443D,Bukit Batok Road,103.7369013,1.355967653,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,13,3223,International Plaza,Anson Road,103.8463247,1.275703395,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,14,3151,Opp GB Building,Cecil Street,103.8477623,1.278921246,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,15,3021,Prudential Tower,Cecil Street,103.849989,1.282555246,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,16,3381,The Sail,Marina Boulevard,103.8530651,1.281626013,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,17,3391,Marina Bay Financial Centre,Marina Boulevard,103.8549801,1.280376603,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
PBS 557,Commute Solutions Group Pte Ltd,Choa Chu Kang Drive to Temasek Boulevard,1,18,2169,Centennial Tower,Temasek Avenue,103.8607085,1.293338368,One trip at 7.35am,$4.80 (card)/  $7.00 (cash),"Email: enquiry@commute-solutions.com.sg
Tel: 6734 0147"
